-0.42	-0.38	-0.4	-0.27	-0.56	-0.22	-0.67	-0.43	0.08	0.14	-0.1	-0.32	-0.12	-0.29	0.03	0.04	-0.01	-0.17	-0.34	0.28	-0.3	0.34	0.25	0.34	0.38	0.64	0.34	0.39	0.07	-0.06	0.26	0.18	-0.01	0.25	0.14	0.25	0.04	-0.07	0.07	0.33	1.18	-0.43	0.21	0.79	-0.49	-0.4	-0.17	0.16	-1.03	-1.06	-1.18	-0.58	-0.23	-0.01	0.15	0.79	-1.94	-1.74	-0.18	-1.6	-1.69	-1.29	-0.94	-1.22	0.15	-0.1	-0.56	-0.94	-0.97	-0.38	-1.18	-2.32	0.19	0.06	0.37	-0.25	-0.27	-1.22	-1.84	
-0.06	-0.09	-0.17	0.01	-0.34	-0.04	-0.38	0.31	0.57	0.07	0.4	-0.12	0.12	0.06	0.42	0.51	0.2	0.06	-0.58	0.11	0.58	0.69	0.77	0.82	0.7	0.49	0.28	0.63	0.38	0.23	-0.09	0.08	-0.43	-0.07	0.15	-0.38	-1.18	-0.3	-0.12	1.34	0	-1.29	-1.32	0.65	-0.06	-0.3	-0.2	0.32	-1.6	-1.36	-1.84	-1.51	-0.79	0.28	-0.12	0.78	-2.47	-2.32	0.07	-1.15	-2.18	-1.51	-1	-0.51	0.38	-0.56	-0.43	-0.94	0.24	0.15	-0.89	-0.76	0.14	-0.12	-0.18	-0.79	-0.76	-0.86	-2.32	
0.18	0.08	-0.03	0	-0.15	-0.14	0.15	-0.17	0.06	0.23	0.03	0.12	0.1	-0.12	0.21	-0.04	0.23	0.15	-0.4	-0.22	0.41	0.67	0.77	0.76	0.43	0.57	0.34	0.33	0.49	0.32	0.07	0.12	-0.03	0.23	0.48	0.51	0.65	0.58	0.69	0.61	0.48	0.41	0.55	-0.15	0.36	0.23	0.52	0.1	-0.84	-1.4	-1.32	-1	-0.15	0.84	-0.23	0.95	-1.64	-1.69	-0.14	-0.09	-2.18	-1.74	-0.97	-0.81	0.33	0.11	-0.49	-1.03	-0.3	-0.04	-0.22	-1.03	0.23	0.16	0.38	0.23	0.25	-1.09	-1.84	
1.74	1.33	0.53	0.01	0.29	0.2	0.1	0	0.46	0.31	0.24	0.16	0.16	-0.03	0	0.39	-0.38	-0.07	-0.07	-0.25	0.14	1.16	0.23	0.67	0.48	0.04	-0.89	-0.86	-0.62	-1.51	-0.81	-0.54	-0.32	-0.06	0.24	0.41	0.46	0.49	0.39	0.77	0.3	0.15	0.41	0.57	0.11	-0.23	0.14	0.16	-1.69	-2	-2	-1.36	-0.4	0.26	-0.18	1.5	-2.74	-3.18	-0.15	-1.43	-2.74	-1.4	-0.84	-1.29	0.55	-0.34	-0.25	-1.18	0.04	-0.43	-1.47	-1.56	0.1	-0.29	-0.18	-0.64	-0.81	-1.18	-2.4	
0.06	-0.12	-0.06	-0.27	-0.15	0	-0.01	0.01	-0.18	-0.07	-0.45	-0.25	-0.2	-0.3	-0.17	-0.29	0.18	0.34	-0.04	-0.3	0.26	0.06	0.54	0.19	-0.43	-0.3	-0.54	-0.47	0.16	-0.62	-0.42	-0.56	0.1	0.12	0.46	0.33	0.46	0.39	0.36	0.24	0.38	0.03	0.38	-0.04	0.42	0.16	0.89	-0.58	-1.22	-1.22	-1.51	-1.06	-0.54	-0.45	-0.34	0.49	-1.74	-1.6	-0.51	-0.94	-1.32	-0.92	-0.94	-0.6	0.01	0.41	-0.76	-0.94	-0.62	-0.14	-0.84	-1.36	-0.17	-0.49	-0.22	-0.17	-0.38	-1.25	-1.89	
-0.29	0	-0.25	0.04	-0.17	0.06	-0.15	0.3	-0.01	-0.09	0.1	-0.17	0	0.01	0.24	0.12	0.16	-0.23	0.14	-0.14	0.21	0.48	0.23	0.25	0.06	-0.25	-0.23	-0.36	0.24	-0.54	-0.6	-0.58	0.04	0.25	0.46	0.43	0.58	0.57	0.58	0.51	0.52	0.2	0.53	0.42	0.58	0.08	1.07	-0.32	-1.25	-1.6	-1.84	-1.51	-0.97	-0.2	-0.23	0.89	-2.25	-2.56	-0.14	-1.12	-1.18	-1.18	-1.36	-0.32	-0.25	0.39	-0.76	-1.09	-0.29	0.29	-0.64	-0.92	0	-0.56	-0.36	-0.58	-0.36	-1.64	-2.06	
0.04	-0.23	-0.1	-0.12	0	-0.45	0.01	0.01	-0.15	-0.22	-0.01	-0.54	-0.12	-0.23	0.25	-0.27	0.37	-0.34	-0.58	-0.4	0.12	-0.01	0.41	0.2	0.31	-0.06	-0.1	-0.23	-0.03	-0.38	-0.36	-0.42	-0.22	0.11	0.31	0.31	0.53	0.54	0.44	0.28	0.41	0.06	0.4	0.14	0.29	0.29	0.51	-0.29	-1.29	-1.36	-1.4	-1.09	-0.74	0.18	-0.25	0.61	-0.56	-0.6	-0.09	-1.47	-2.18	-1.84	-0.92	-0.45	0.11	0.25	-0.74	-1.03	-0.23	-0.29	-0.81	-1.79	0.06	-0.17	-0.23	-0.49	-0.3	-1.79	-2.06	
0.16	-0.32	-0.1	-0.17	0	-0.38	0.03	-0.18	-0.23	-0.06	-0.18	-0.42	0.06	-0.34	0.21	-0.29	0.38	-0.14	-0.15	-0.15	0.14	-0.07	0.28	0.12	0.03	0.06	-0.01	-0.18	-0.29	-0.18	-0.22	-0.58	-0.43	-0.17	0.11	0.11	0.5	0.33	0.45	0.52	0.11	0.07	0.38	0.23	0.3	-0.09	0.3	-0.4	-1.09	-1.47	-1.29	-1.06	-0.84	-0.17	-0.2	0.48	-1.43	-1.64	-0.42	-1.32	-1.89	-2.12	-1.12	0.24	0.2	0.24	-0.74	-1.4	-0.2	-0.27	-0.89	-1.56	-0.07	-0.2	-0.12	-0.4	-0.36	-1.51	-1.84	
-0.27	-0.01	-0.38	-0.17	-0.56	-0.06	-0.4	-0.32	-0.12	0.16	-0.34	-0.2	-0.03	-0.47	0.04	0.04	0.03	0.03	-0.32	0.46	0.36	0.45	0.28	0.58	0.32	0.33	0.07	0.16	0.26	-0.18	-0.38	-0.07	-0.29	-0.18	-0.03	0.2	0.21	0.21	0.01	0.19	0.11	-0.22	0.2	0.33	-0.14	-0.25	0.03	-0.18	-0.97	-1.4	-1.22	-1.03	-0.79	0.24	-0.27	0.66	-1.32	-1.56	-0.15	-1.25	-1.25	-1.51	-1.15	-0.94	-0.23	0.25	-0.67	-1.03	-0.32	-0.17	-1.09	-1.51	-0.12	-0.22	-0.42	-0.51	-0.4	-1.15	-2	
0.04	-0.45	-0.27	-0.27	-0.12	-0.29	0.01	0.87	0.1	0.03	0.3	0.16	0.14	0.23	0.43	0.93	-0.06	0.37	-0.84	-0.3	0.08	0.77	0.32	-0.07	0.38	0.24	0.39	0.39	-0.03	0.12	-0.1	-0.25	-0.04	-0.23	0.08	-0.32	-0.38	-0.62	-0.43	0.49	0.24	0	-0.25	0.62	-1	-0.18	-0.94	0.61	-1.94	-2.32	-2.56	-1.6	-0.54	0.56	0.04	1.82	-3.32	-4.06	0.1	-1.06	-2.56	-1.79	-1.03	-1.15	0.34	-0.1	-0.47	-1.25	-0.12	-0.38	-1.03	-1.47	0.12	0.18	0.24	0.04	-0.06	-0.1	-2	
0.03	0.3	-0.36	-0.03	-0.18	0.07	0.04	-0.18	0.28	0.26	0.16	-0.04	0.2	-0.29	0.36	0.04	0.28	-0.04	-0.76	0.51	0.3	0.36	0.58	0.67	0.5	0.63	0.25	0.44	0.61	0.06	-0.12	0.03	-0.14	0.18	0.32	0.54	0.66	0.67	0.51	0.63	0.51	0.25	0.46	0.51	0.24	0	0.59	0.23	-1.29	-1.79	-2.06	0.38	-0.49	0.61	-0.15	0.99	-2.47	-2.64	0	-0.94	-2.12	-1.64	-0.97	-1.36	0.43	0.07	-0.62	-1.25	-0.27	-0.27	-1.06	-1.69	0.33	-0.1	0.52	0.1	-0.17	-1.29	-1.84	
0.07	0	0.14	0.3	0.11	0.15	-0.06	0.11	0.68	0.03	0.72	0.12	0	0.26	0.59	0.63	0.39	0.34	-0.92	0.16	0.7	0.34	0.26	0.7	0.85	0.58	0.24	0.62	0.54	0.36	-0.22	-0.01	-0.34	-0.15	0.15	0.45	0.64	0.64	0.54	0.84	0.26	0.39	0.6	0.48	0.11	-0.14	0.63	0.11	-1.03	-1.12	-1.18	-0.94	-0.29	0.58	-0.22	0.93	-1.94	-2.25	0.25	-0.81	-2.18	-1.4	-0.86	-1.4	0.65	-0.07	-0.34	-1.25	0.3	-0.09	-0.38	-1.32	0.21	0.01	0.25	-0.09	-0.17	-0.89	-1.79	
0.19	-0.23	0.04	-0.03	0.19	-0.17	-0.09	0.04	0.54	0.01	0.89	-0.18	0.24	0.07	0.73	0.48	0.12	-0.42	0.01	-0.38	0.06	0.72	0.45	0.45	0.52	0.56	0.25	0.1	-0.06	0.21	-0.2	0.01	-0.18	0.12	0.39	0.45	0.56	0.55	0.48	0.46	0.49	0.26	0.46	0.5	0.51	0.3	0.58	-0.03	-1.18	-1.22	-1.4	-1.09	-0.45	0.2	-0.15	1.19	-1.89	-2.18	-0.29	-1.12	-1.79	-2.12	-1.43	-1.56	0.82	0.39	-0.4	-1.22	-0.2	-0.49	-1.09	-2.06	0.12	0.03	0.26	0.21	0.08	-0.56	-1.6	
0.2	-0.12	0.07	-0.03	0.11	-0.15	-0.18	0.19	0.37	-0.01	0.59	-0.09	0.19	0.06	0.53	0.37	0.08	-0.36	-0.64	-0.4	0.19	0.69	0.82	0.65	0.69	0.43	-0.1	-0.03	0.14	0.07	-0.36	-0.15	0	0.24	0.57	0.49	0.68	0.61	0.62	0.7	0.61	0.33	0.56	0.99	0.4	0.36	0.56	0.03	-0.71	-1.32	-1.51	-1.06	-0.09	0.51	-0.12	0.74	-2	-2.12	-0.18	-1.15	-2.25	-1.6	-1	-1.18	0.7	0.08	-0.27	-0.92	0.07	-0.2	-0.56	-1.69	0.12	0.1	0.23	0.11	0.24	-0.89	-1.84	
0.31	-0.07	-0.17	-0.04	-0.17	-0.01	0.03	0.12	0.21	-0.17	0.25	-0.2	0.2	-0.22	0.4	0.01	-0.1	-0.01	0.08	-0.07	0.28	0.18	0.62	0.6	0.57	0.7	0.25	0.2	0.16	-0.1	-0.23	-0.18	0.56	0.3	-0.07	-0.3	-0.4	-0.18	-0.2	-0.03	-0.29	-0.32	-0.38	-0.45	-0.47	-0.62	-0.32	-0.3	-1.25	-1.51	-1.79	-0.54	0	0.06	-0.47	1.44	-2.84	-3.47	-0.04	-0.86	-2.32	-1.84	-1	-1.09	0.43	0.25	-0.67	-1.32	0.12	-0.12	-0.38	-1.79	0.1	0.07	0.24	0.15	-0.1	-0.64	-2.06	
0	-0.27	-0.22	-0.22	-0.18	-0.2	-0.06	-0.1	-0.15	-0.23	-0.38	-0.32	0.12	-0.34	-0.03	-0.36	0.4	-0.25	-0.43	-0.29	-0.03	0.21	0.4	0.39	-0.22	0.11	-0.23	-0.14	0.25	-0.43	-0.79	-0.36	-1.06	-0.38	-0.25	0.04	0.3	0.11	0.11	0.19	-0.12	-0.27	0.11	-0.54	-0.3	-0.4	-0.18	-0.6	-1.47	-1.84	-2.12	-1.25	-0.79	-0.09	-0.4	1.06	-2.06	-2.84	-0.38	-1	-1.74	-1.64	-0.89	-1.22	-0.1	-0.3	-1.09	-0.92	-0.09	-0.03	-0.56	-0.97	-0.09	-0.15	0.04	-0.43	-0.34	-1.43	-2.06	
-0.12	-0.25	-0.1	0.2	-0.12	-0.04	-0.12	0.12	-0.04	-0.34	0.1	-0.36	0.08	-0.23	0.51	-0.15	0.63	-0.25	-0.74	-0.4	0.07	-0.03	0.42	0.49	0.14	0.15	-0.15	-0.03	-0.29	-0.12	-0.56	-0.49	-0.86	0.29	-0.22	-0.42	-0.51	-0.15	-0.49	1.18	1.56	-0.86	0.03	-0.3	-0.64	0.06	-0.79	0.15	-2.06	-2	-2.06	-1.22	-0.45	-0.34	-0.45	1.34	-2.94	-2.94	-0.18	-1.12	-2.18	-1.6	-0.67	-1.06	0.5	-0.09	-0.6	-1.43	0.14	-0.51	-0.84	-1.84	0.41	0.36	0.38	0.07	-0.09	-1.32	-2.18	
-0.12	-0.47	-0.67	-0.38	0	-0.51	-0.12	-0.54	0.01	0.06	0.04	-0.1	-0.1	-0.34	0.01	-0.03	-0.3	-0.07	-0.94	-0.29	0.32	0.7	0.14	0.48	0.16	0.98	0.55	0.61	-0.18	0.23	0.24	0.14	-0.23	0.46	-0.4	-0.29	-0.62	-0.04	-0.45	0.68	0.21	-0.86	-0.38	0.24	-1.6	-0.36	-0.56	0.04	-2.06	-2.84	-2.64	-1.94	-1.15	0.58	-0.12	1.38	-3.06	-4.32	-0.71	-1.32	-2.56	-2.06	-1.29	-1.47	0.4	-0.03	-0.64	-1.43	0.23	-0.36	-1.18	-2	0.23	0.15	0.55	0.15	0.04	-1.29	-1.56	
-0.17	-0.94	-0.09	-0.29	0.38	-0.67	0	-0.2	0.2	-0.2	0.61	-0.29	0.01	-0.36	0.43	-0.01	0.3	-0.42	-1.06	-0.81	-0.03	0.3	0.45	-0.32	-0.2	0.2	0.23	-0.1	-0.58	-0.14	-0.03	-0.49	-0.14	-0.23	0.18	0.16	0.24	0.16	0.26	0.14	0.03	-0.09	0.24	-0.01	0.19	0.03	0.24	-0.15	-1.94	-2.32	-2.32	-1.4	-0.69	-0.01	-0.34	1.23	-3.06	-3.47	-0.76	-2.18	-1.6	-1.4	-0.64	-0.89	0.19	-0.23	-0.62	-1.18	-0.23	-0.81	-1.03	-1.51	-0.2	-0.43	-0.22	-0.38	-0.2	-1.51	-2.18	
0.28	-0.29	-0.15	-0.3	-0.27	-0.3	0.04	-0.09	0	-0.09	-0.14	-0.14	0.2	-0.14	0.14	-0.07	-0.45	0.04	-0.49	-0.09	0.16	0.46	0.51	0.4	0.49	0.25	0.25	0.41	0.34	0.03	-0.1	-0.04	-0.51	-0.34	-0.15	0.06	0.18	0.15	0.18	0.08	-0.06	-0.25	0.04	-0.97	-0.22	-0.42	-0.18	0.08	-2.18	-2.47	-2.56	-1.84	-0.97	0.45	-0.42	1.53	-2.74	-2.12	-0.3	-1.69	-2.25	-1.74	-0.97	-0.69	0.31	-0.22	-0.69	-1.25	-0.09	-0.27	-0.38	-1.43	0.07	-0.42	-0.03	-0.79	-0.84	-1.69	-2.84	
-0.17	-0.62	-0.14	-0.38	-0.29	-0.42	-0.15	0.42	0.01	0.29	-0.22	-0.17	-0.12	-0.07	0.04	0.19	0.14	0.07	-0.94	-0.14	0.33	-0.09	0.5	0.74	0.31	0.79	0.51	0.25	0.07	0.01	0.06	0.01	-0.23	0.14	0.3	-0.12	0.04	0.03	0.15	-0.07	0.31	-0.29	0.03	0.03	0	-0.06	0.16	0.01	-0.97	-1.47	-1.79	-1	-0.51	0.61	-0.38	0.75	-2.06	-2.47	-0.51	-1.89	-2.4	-2.12	-1.43	-0.89	0.16	0.3	-0.74	-1	-0.69	-0.27	-0.64	-1.47	0.04	0.01	0.39	-0.17	-0.27	-1.12	-2.47	
-0.17	-0.58	-0.23	-0.25	-0.36	-0.54	-0.32	-0.47	-0.09	-0.38	-0.32	-0.32	-0.12	-0.56	-0.06	-0.22	-0.29	0.14	-0.92	-0.64	-0.06	0.01	0.07	0.44	-0.07	0.24	0.08	0.06	0.03	0.01	-0.09	-0.18	-1.12	0.1	0.36	0.2	-0.45	0.03	0.1	1.16	0.5	-0.49	0.38	-0.27	-0.81	0.16	-0.18	-0.1	-1.36	-1.56	-2	-1.09	-0.4	0.59	-0.27	1.15	-2.64	-2.56	-0.32	-1.51	-2.4	-2.25	-1.15	-1.4	0.18	0.03	-0.92	-1.36	-0.6	-0.43	-1.15	-2.56	0.19	-0.09	0.34	-0.07	-0.47	-1.47	-2.4	
-0.34	-0.15	-0.64	-0.27	-0.58	-0.27	-0.54	-0.38	-0.17	0.15	-0.3	-0.34	-0.09	-0.71	-0.1	-0.34	-0.22	-0.18	-0.56	-0.01	-0.3	0.37	0.33	0.63	0.23	0.46	0.03	0.36	0.36	0.21	-0.12	-0.09	-0.32	-0.04	0.1	0.18	0.26	0.12	0.31	0.28	0.23	-0.07	0.33	0.08	0.07	-0.15	0.19	0	-1.18	-1.51	-1.79	-1.03	-0.42	0.12	-0.14	1.17	-2.56	-2.64	-0.42	-1.51	-2.64	-1.69	-1.18	-2	0.33	0.2	-0.67	-1.43	-0.62	-0.25	-1.6	-1.89	0.29	-0.12	0.2	-0.07	-0.38	-1.51	-2.18	
